; Fri, 15 May 2015, 18:37:42
AX-89778396:nmh        88.322  ; 8125

AX-89819255:ph3        89.300  ; 8126

AX-89816947:nmh        89.301  ; 8127

AX-89846925:nmh        89.301  ; 8128

AX-89803396:ph3        89.946  ; 8129

AX-89873331:nmh        90.281  ; 8130

AX-89816227:nmh        90.281  ; 8131

AX-89778614:nmh        90.768  ; 8132

AX-89838133:ph3        91.247  ; 8133

AX-89816183:nmh        91.747  ; 8134

AX-89816174:nmh        92.234  ; 8135

AX-89897424:nmh        92.721  ; 8136

AX-89872988:nmh        93.208  ; 8137

AX-89797494:ph3        93.208  ; 8138

AX-89873183:ph3        93.208  ; 8139

AX-89816086:nmh        95.165  ; 8140

AX-89816076:nmh        95.165  ; 8141

AX-89779458:nmh        96.455  ; 8142

AX-89780922:nmh        97.092  ; 8143

AX-89874532:ph3        97.729  ; 8144

AX-89846791:ph3        97.729  ; 8145

AX-89874578:nmh        97.729  ; 8146

AX-89881995:ph3        97.729  ; 8147

AX-89881996:nmh        98.007  ; 8148

AX-89785154:ph3        98.566  ; 8149

AX-89895293:ph3        98.708  ; 8150

AX-89895295:nmh        99.409  ; 8151

AX-89778449:ph3        99.686  ; 8152

AX-89873052:nmh        99.686  ; 8153

AX-89873050:nmh        99.686  ; 8154

AX-89819195:nmh       100.253  ; 8155


group 2A



AX-89860847:ph3         0.000  ; 1991

AX-89878610:ph3         0.277  ; 1992

AX-89782619:ph3         0.302  ; 1993

AX-89782659:ph3         1.690  ; 1994

AX-89782693:ph3         2.527  ; 1995

AX-89847404:ph3         3.082  ; 1996

AX-89821624:ph3         3.360  ; 1997

AX-89803654:nmh         4.955  ; 1998

AX-89878822:ph3         4.990  ; 1999

AX-89806699:ph3         5.897  ; 2000

AX-89878863:ph3         7.004  ; 2001

AX-89878852:ph3         7.015  ; 2002

AX-89782818:ph3         7.557  ; 2003

AX-89860787:ph3         8.132  ; 2004

AX-89782135:nmh         8.132  ; 2005

AX-89782159:nmh         9.064  ; 2006

AX-89862889:ph3         9.528  ; 2007

AX-89820745:ph3         9.528  ; 2008

AX-89860792:ph3        10.083  ; 2009

AX-89877922:ph3        10.083  ; 2010

AX-89869669:nmh        10.083  ; 2011

AX-89860791:ph3        10.083  ; 2012

AX-89803566:ph3        10.920  ; 2013

AX-89877998:ph3        11.197  ; 2014

AX-89782210:nmh        11.197  ; 2015

AX-89877997:ph3        11.197  ; 2016

AX-89877927:ph3        12.034  ; 2017

AX-89820875:nmh        12.034  ; 2018

AX-89878036:ph3        12.870  ; 2019

AX-89820866:ph3        12.870  ; 2020

AX-89878063:nmh        12.870  ; 2021

AX-89820959:nmh        14.569  ; 2022

AX-89878099:ph3        14.569  ; 2023

AX-89806696:ph3        14.847  ; 2024

AX-89808103:nmh        15.268  ; 2025

AX-89795663:ph3        15.689  ; 2026

AX-89858513:nmh        15.828  ; 2027

AX-89861901:ph3        15.967  ; 2028

AX-89795638:nmh        15.967  ; 2029

AX-89894867:nmh        16.384  ; 2030

AX-89837664:nmh        16.800  ; 2031

AX-89894856:nmh        17.216  ; 2032

AX-89879286:ph3        17.645  ; 2033

AX-89894839:ph3        18.480  ; 2034

AX-89795574:ph3        18.758  ; 2035

AX-89795564:ph3        18.758  ; 2036

AX-89894796:ph3        18.758  ; 2037

AX-89837584:nmh        19.316  ; 2038

AX-89847473:ph3        21.008  ; 2039

AX-89783257:nmh        21.008  ; 2040

AX-89822360:ph3        21.008  ; 2041

AX-89847488:nmh        21.008  ; 2042

AX-89782093:nmh        24.429  ; 2043

AX-89820595:nmh        25.379  ; 2044

AX-89820606:nmh        25.851  ; 2045

AX-89820662:nmh        26.523  ; 2046

AX-89820677:nmh        26.628  ; 2047

AX-89904457:nmh        26.628  ; 2048

AX-89820505:ph2        27.272  ; 2049

AX-89781956:ph3        27.744  ; 2050

AX-89782071:nmh        27.985  ; 2051

AX-89782068:nmh        27.985  ; 2052

AX-89820659:nmh        29.177  ; 2053

AX-89877630:ph3        29.810  ; 2054

AX-89877719:nmh        31.149  ; 2055

AX-89820621:nmh        31.271  ; 2056

AX-89855097:nmh        32.290  ; 2057

AX-89877650:nmh        32.365  ; 2058

AX-89877791:nmh        32.858  ; 2059

AX-89820580:nmh        32.910  ; 2060

AX-89782016:ph3        33.448  ; 2061

AX-89806664:nmh        33.908  ; 2062

AX-89820598:ph3        34.363  ; 2063

AX-89820438:nmh        35.279  ; 2064

AX-89820430:nmh        35.279  ; 2065

AX-89869647:nmh        35.279  ; 2066

AX-89806656:nmh        36.195  ; 2067

AX-89877535:nmh        36.650  ; 2068

AX-89877534:nmh        36.650  ; 2069

AX-89820394:nmh        37.566  ; 2070

AX-89820386:nmh        37.566  ; 2071

AX-89877511:nmh        38.021  ; 2072

AX-89781836:nmh        38.477  ; 2073

AX-89855048:ph3        38.932  ; 2074

AX-89851394:nmh        38.932  ; 2075

AX-89820367:nmh        39.387  ; 2076

AX-89820348:nmh        40.303  ; 2077

AX-89803519:ph3        40.303  ; 2078

AX-89820334:nmh        40.758  ; 2079

AX-89877471:nmh        41.674  ; 2080

AX-89904423:ph3        42.590  ; 2081

AX-89847312:nmh        42.590  ; 2082

AX-89781754:nmh        42.590  ; 2083

AX-89781748:nmh        43.050  ; 2084

AX-89806639:ph3        44.907  ; 2085

AX-89877366:nmh        45.823  ; 2086

AX-89781716:nmh        46.738  ; 2087

AX-89781735:ph3        47.194  ; 2088

AX-89904413:ph3        47.649  ; 2089

AX-89877353:nmh        47.649  ; 2090

AX-89877296:nmh        48.425  ; 2091

AX-89820234:ph3        48.425  ; 2092

AX-89803506:ph3        48.519  ; 2093

AX-89877332:nmh        48.519  ; 2094

AX-89806636:nmh        48.952  ; 2095

AX-89877261:nmh        49.200  ; 2096

AX-89862845:nmh        49.823  ; 2097

AX-89820169:nmh        50.116  ; 2098

AX-89877295:ph3        50.254  ; 2099

AX-89781672:nmh        50.760  ; 2100

AX-89781649:nmh        50.901  ; 2101

AX-89820195:ph3        51.556  ; 2102

AX-89877249:nmh        51.989  ; 2103

AX-89877246:nmh        52.422  ; 2104

AX-89781637:nmh        53.292  ; 2105

AX-89877196:nmh        53.722  ; 2106

AX-89877169:nmh        54.163  ; 2107

AX-89820081:nmh        54.163  ; 2108

AX-89820090:nmh        54.595  ; 2109

AX-89854958:nmh        54.595  ; 2110

AX-89876774:nmh        54.685  ; 2111

AX-89877208:nmh        55.028  ; 2112

AX-89862840:ph3        55.461  ; 2113

AX-89877190:nmh        55.461  ; 2114

AX-89781240:nmh        56.089  ; 2115

AX-89820129:nmh        56.462  ; 2116

AX-89876828:nmh        56.717  ; 2117

AX-89781286:nmh        57.346  ; 2118

AX-89819724:nmh        57.346  ; 2119

AX-89781281:nmh        57.464  ; 2120

AX-89819713:ph2        57.464  ; 2121

AX-89781246:nmh        57.967  ; 2122

AX-89876835:nmh        57.974  ; 2123

AX-89819688:nmh        58.973  ; 2124

AX-89781265:nmh        59.238  ; 2125

AX-89781222:nmh        59.975  ; 2126

AX-89819764:nmh        60.501  ; 2127

AX-89781293:nmh        60.501  ; 2128

AX-89819687:nmh        60.976  ; 2129

AX-89819785:nmh        61.765  ; 2130

AX-89847253:nmh        61.978  ; 2131

AX-89803458:nmh        62.393  ; 2132

AX-89876934:nmh        62.979  ; 2133

AX-89876884:nmh        63.981  ; 2134

AX-89876895:nmh        64.479  ; 2135

AX-89819770:nmh        64.479  ; 2136

AX-89877009:nmh        65.607  ; 2137

AX-89803474:nmh        66.811  ; 2138

AX-89877043:nmh        67.513  ; 2139

AX-89781442:nmh        68.141  ; 2140

AX-89819915:nmh        68.532  ; 2141

AX-89862834:nmh        68.532  ; 2142

AX-89877014:nmh        68.532  ; 2143

AX-89781428:nmh        68.769  ; 2144

AX-89819953:ph3        69.030  ; 2145

AX-89819573:nmh        69.398  ; 2146

AX-89819977:nmh        69.528  ; 2147

AX-89819974:ph2        70.026  ; 2148

AX-89781474:nmh        70.026  ; 2149

AX-89904391:ph3        70.026  ; 2150

AX-89904393:nmh        70.026  ; 2151

AX-89877105:nmh        70.026  ; 2152

AX-89781455:nmh        70.304  ; 2153

AX-89867612:nmh        70.304  ; 2154

AX-89904360:ph3        70.582  ; 2155

AX-89819582:nmh        70.582  ; 2156

AX-89876686:nmh        70.582  ; 2157

AX-89819560:nmh        71.342  ; 2158

AX-89781144:nmh        71.730  ; 2159

AX-89876578:nmh        72.102  ; 2160

AX-89843505:nmh        72.344  ; 2161

AX-89781091:ph3        72.677  ; 2162

AX-89819528:ph2        72.781  ; 2163

AX-89876540:ph3        72.862  ; 2164

AX-89781110:nmh        73.219  ; 2165

AX-89806584:nmh        73.622  ; 2166

AX-89819527:nmh        74.099  ; 2167

AX-89876610:nmh        74.980  ; 2168

AX-89876569:nmh        76.308  ; 2169

AX-89781053:nmh        76.308  ; 2170

AX-89781034:nmh        76.746  ; 2171

AX-89876560:nmh        77.184  ; 2172

AX-89781027:nmh        77.184  ; 2173

AX-89780965:ph2        78.064  ; 2174

AX-89869925:nmh        78.339  ; 2175

AX-89819290:ph3        78.501  ; 2176

AX-89806881:nmh        79.381  ; 2177

AX-89780931:nmh        79.819  ; 2178

AX-89904591:ph3        79.953  ; 2179

AX-89879731:nmh        79.953  ; 2180

AX-89823442:ph3        80.713  ; 2181

AX-89879724:nmh        80.882  ; 2182

AX-89823426:nmh        82.477  ; 2183

AX-89847521:ph3        83.805  ; 2184

AX-89879721:nmh        83.805  ; 2185

AX-89879719:ph3        83.805  ; 2186

AX-89823428:nmh        83.805  ; 2187

AX-89880590:ph3        83.805  ; 2188

AX-89822559:nmh        85.270  ; 2189

AX-89880121:nmh        85.351  ; 2190

AX-89806830:nmh        86.376  ; 2191

AX-89855625:nmh        87.401  ; 2192

AX-89879679:ph3        87.514  ; 2193

AX-89783347:nmh        87.514  ; 2194

AX-89847561:ph3        88.425  ; 2195

AX-89879650:ph3        88.743  ; 2196

AX-89783309:nmh        89.971  ; 2197

AX-89904580:ph3        89.971  ; 2198

AX-89904621:nmh        89.971  ; 2199

AX-89847569:nmh        89.971  ; 2200

AX-89822960:nmh        89.971  ; 2201

AX-89879621:ph3        89.971  ; 2202

AX-89783325:nmh        90.492  ; 2203

AX-89847514:ph3        90.492  ; 2204

AX-89783626:ph3        91.168  ; 2205

AX-89880134:ph3        91.763  ; 2206

AX-89880148:nmh        91.763  ; 2207

AX-89822986:ph2        91.763  ; 2208

AX-89880168:nmh        92.960  ; 2209

AX-89806832:ph3        92.960  ; 2210

AX-89822861:nmh        93.555  ; 2211

AX-89783544:nmh        94.150  ; 2212

AX-89783542:ph3        94.150  ; 2213

AX-89783549:ph3        94.745  ; 2214

AX-89822844:nmh        95.941  ; 2215

AX-89847302:ph3        97.150  ; 2216

AX-89783539:ph3        97.156  ; 2217

AX-89879975:ph3        97.455  ; 2218

AX-89821344:nmh        97.754  ; 2219

AX-89781724:nmh        98.354  ; 2220

AX-89781127:ph3        98.653  ; 2221

AX-89851305:nmh        98.772  ; 2222

AX-89822942:nmh        99.034  ; 2223

AX-89783443:nmh        99.550  ; 2224

AX-89781573:nmh       100.151  ; 2225

AX-89879968:nmh       100.449  ; 2226

AX-89862848:nmh       100.748  ; 2227

AX-89812622:ph2       101.047  ; 2228

AX-89820291:ph3       101.047  ; 2229

AX-89863070:nmh       101.797  ; 2230

AX-89904387:ph3       102.136  ; 2231

AX-89880328:nmh       102.547  ; 2232

AX-89876693:nmh       103.224  ; 2233

AX-89819508:nmh       103.224  ; 2234

AX-89880567:ph2       104.313  ; 2235

AX-89784020:nmh       104.313  ; 2236

AX-89876826:ph3       104.313  ; 2237

AX-89782715:nmh       105.169  ; 2238

AX-89803762:nmh       105.529  ; 2239

AX-89783771:ph3       105.529  ; 2240

AX-89823339:nmh       105.529  ; 2241

AX-89879759:nmh       105.992  ; 2242

AX-89879047:nmh       106.455  ; 2243

AX-89783769:nmh       106.917  ; 2244

AX-89806645:ph3       106.917  ; 2245

AX-89823176:nmh       106.928  ; 2246

AX-89823172:nmh       107.380  ; 2247

AX-89783737:nmh       107.623  ; 2248

AX-89823149:nmh       107.623  ; 2249

AX-89823157:ph3       107.843  ; 2250

AX-89880300:ph3       108.305  ; 2251

AX-89823146:nmh       108.305  ; 2252

AX-89860950:nmh       109.236  ; 2253

AX-89880281:nmh       109.698  ; 2254

AX-89880252:ph3       109.732  ; 2255

AX-89806844:ph2       110.161  ; 2256

AX-89823080:ph3       110.161  ; 2257

AX-89783719:nmh       110.428  ; 2258

AX-89794378:nmh       110.623  ; 2259

AX-89823407:ph2       110.623  ; 2260

AX-89880176:ph3       110.623  ; 2261

AX-89847618:nmh       111.554  ; 2262

AX-89880534:nmh       111.554  ; 2263

AX-89823385:nmh       112.537  ; 2264

AX-89847622:ph3       112.537  ; 2265

AX-89880515:nmh       112.957  ; 2266

AX-89783398:ph3       113.420  ; 2267

AX-89879757:nmh       113.420  ; 2268

AX-89822640:ph3       113.935  ; 2269

AX-89879804:nmh       114.351  ; 2270

AX-89879805:ph3       114.351  ; 2271

AX-89904572:nmh       115.333  ; 2272

AX-89803728:nmh       115.759  ; 2273

AX-89807951:nmh       116.226  ; 2274

AX-89879609:ph3       116.226  ; 2275

AX-89783279:ph3       116.689  ; 2276

AX-89822431:nmh       116.689  ; 2277

AX-89783425:ph3       116.732  ; 2278

AX-89783416:ph3       117.151  ; 2279

AX-89851657:nmh       117.151  ; 2280

AX-89879893:nmh       117.614  ; 2281

AX-89783473:nmh       117.614  ; 2282

AX-89822670:ph3       118.130  ; 2283

AX-89860935:ph3       118.130  ; 2284

AX-89825204:nmh       118.544  ; 2285

AX-89822674:nmh       118.825  ; 2286

AX-89872369:ph3       120.935  ; 2287

AX-89879955:ph3       120.935  ; 2288

AX-89863229:nmh       121.258  ; 2289

AX-89822757:ph3       121.630  ; 2290

AX-89822712:ph3       121.630  ; 2291

AX-89904818:ph3       122.325  ; 2292

AX-89856106:nmh       122.325  ; 2293

AX-89785442:ph3       122.325  ; 2294

AX-89882312:nmh       122.325  ; 2295

AX-89882267:nmh       122.803  ; 2296

AX-89785400:nmh       123.282  ; 2297

AX-89807050:ph3       123.657  ; 2298

AX-89863227:ph3       123.717  ; 2299

AX-89783920:nmh       124.323  ; 2300

AX-89803836:ph3       124.323  ; 2301

AX-89882238:ph3       125.351  ; 2302

AX-89808526:ph3       125.440  ; 2303

AX-89864562:ph3       125.996  ; 2304

AX-89799121:ph3       127.611  ; 2305

AX-89859524:ph3       128.167  ; 2306

AX-89880347:ph3       132.192  ; 2307

AX-89823210:nmh       132.753  ; 2308

AX-89783847:ph3       136.399  ; 2309

AX-89783841:ph3       136.399  ; 2310

AX-89880378:nmh       136.954  ; 2311

AX-89823263:ph3       138.077  ; 2312

group 2B



AX-89878977:nmh         0.000  ; 11168

AX-89860871:nmh         0.567  ; 11169

AX-89878948:nmh         1.122  ; 11170

AX-89782838:nmh         1.678  ; 11171

AX-89821862:nmh         2.233  ; 11172

AX-89782945:nmh         4.494  ; 11173

AX-89907550:nmh         6.610  ; 11174

AX-89821878:nmh         7.305  ; 11175

AX-89803683:nmh         7.861  ; 11176

AX-89782927:nmh         8.416  ; 11177

AX-89851575:nmh         8.972  ; 11178

AX-89782997:nmh         9.527  ; 11179

AX-89822044:nmh        10.083  ; 11180

AX-89860894:nmh        10.638  ; 11181

AX-89822047:nmh        11.194  ; 11182

AX-89879246:nmh        12.311  ; 11183

AX-89783068:ph3        12.867  ; 11184

AX-89783073:nmh        13.423  ; 11185

AX-89878123:nmh        13.423  ; 11186

AX-89821124:nmh        13.978  ; 11187

AX-89782332:nmh        14.534  ; 11188

AX-89811664:nmh        16.219  ; 11189

AX-89821139:nmh        17.905  ; 11190

AX-89851495:nmh        19.022  ; 11191

AX-89911208:ph3        19.022  ; 11192

AX-89878172:nmh        20.139  ; 11193

AX-89878246:nmh        20.695  ; 11194

AX-89878232:nmh        21.251  ; 11195

AX-89878520:nmh        23.539  ; 11196

AX-89878608:nmh        24.094  ; 11197

AX-89782672:ph2        24.650  ; 11198

AX-89821584:nmh        25.767  ; 11199

AX-89782705:ph3        26.323  ; 11200

AX-89855337:nmh        26.323  ; 11201

AX-89821543:nmh        27.382  ; 11202

AX-89782711:nmh        27.397  ; 11203

AX-89782732:nmh        28.472  ; 11204

AX-89878764:nmh        28.592  ; 11205

AX-89782781:ph3        29.072  ; 11206

AX-89821185:nmh        30.600  ; 11207

AX-89878317:nmh        31.357  ; 11208

AX-89860831:nmh        31.732  ; 11209

AX-89821410:nmh        32.106  ; 11210

AX-89821358:nmh        32.106  ; 11211

AX-89878500:nmh        32.481  ; 11212

AX-89878568:nmh        33.234  ; 11213

AX-89878558:nmh        33.234  ; 11214

AX-89821413:nmh        33.609  ; 11215

AX-89782798:nmh        33.971  ; 11216

AX-89855318:nmh        34.047  ; 11217

AX-89821562:nmh        34.516  ; 11218

AX-89782820:nmh        35.046  ; 11219

AX-89782640:nmh        35.491  ; 11220

AX-89782156:nmh        36.120  ; 11221

AX-89877855:nmh        36.628  ; 11222

AX-89877839:nmh        36.628  ; 11223

AX-89782808:nmh        37.002  ; 11224

AX-89782637:nmh        37.377  ; 11225

AX-89821681:nmh        37.751  ; 11226

AX-89815327:ph3        39.703  ; 11227

AX-89782251:nmh        40.668  ; 11228

AX-89782234:nmh        40.750  ; 11229

AX-89782231:nmh        41.193  ; 11230

AX-89878105:ph3        41.414  ; 11231

AX-89782161:ph3        42.082  ; 11232

AX-89877894:nmh        43.429  ; 11233

AX-89872709:ph3        45.233  ; 11234

AX-89782281:nmh        45.233  ; 11235

AX-89878109:ph3        45.646  ; 11236

AX-89837687:nmh        46.058  ; 11237

AX-89795578:nmh        46.887  ; 11238

AX-89837576:nmh        47.716  ; 11239

AX-89795559:nmh        48.545  ; 11240

AX-89783221:nmh        49.374  ; 11241

AX-89879516:nmh        49.786  ; 11242

AX-89837581:ph3        51.404  ; 11243

AX-89820540:nmh        53.117  ; 11244

AX-89781958:ph3        53.117  ; 11245

AX-89820473:nmh        54.128  ; 11246

AX-89877398:ph3        54.386  ; 11247

AX-89877599:ph3        55.434  ; 11248

AX-89862886:ph3        56.263  ; 11249

AX-89781796:nmh        56.274  ; 11250

AX-89877693:ph3        57.105  ; 11251

AX-89820435:nmh        58.238  ; 11252

AX-89781916:ph3        59.429  ; 11253

AX-89911116:ph3        60.950  ; 11254

AX-89820594:nmh        61.107  ; 11255

AX-89847334:ph3        61.601  ; 11256

AX-89877440:nmh        63.952  ; 11257

AX-89910993:nmh        64.299  ; 11258

AX-89820323:ph3        64.997  ; 11259

AX-89877445:nmh        65.020  ; 11260

AX-89877413:ph3        66.410  ; 11261

AX-89820316:nmh        66.410  ; 11262

AX-89781902:ph3        67.591  ; 11263

AX-89782015:nmh        68.771  ; 11264

AX-89782022:nmh        69.554  ; 11265

AX-89781915:ph3        69.943  ; 11266

AX-89820270:nmh        70.333  ; 11267

AX-89877388:nmh        70.333  ; 11268

AX-89877341:nmh        73.439  ; 11269

AX-89877349:nmh        74.409  ; 11270

AX-89781693:ph3        74.409  ; 11271

AX-89820186:nmh        75.379  ; 11272

AX-89803503:nmh        75.379  ; 11273

AX-89781641:nmh        76.350  ; 11274
